consumer_id,revenue,ad_exposure,recency,frequency,monetary_value,age,mobile
1445,52.463127,1,7,4,7,38,1
1446,61.647636,0,9,8,10,26,1
1447,40.921246,0,8,1,5,41,0
1448,30.329128,1,6,3,1,45,1
1449,37.971546,0,1,1,7,39,0
1450,46.327606,1,6,5,6,50,1
1451,34.466007,1,5,6,1,39,1
1452,47.861515,0,5,9,5,30,1
1453,57.993137,1,4,2,10,42,0
1454,27.769213,1,3,2,1,56,1
1455,39.330116,0,3,10,4,48,1
1456,51.643406,0,6,9,8,49,1
1457,43.434792,1,3,6,5,31,1
1458,48.862904,0,10,4,7,43,1
1459,57.956036,1,2,7,10,44,1
1460,47.010941,0,9,9,4,37,1
1461,48.693195,0,10,10,4,54,1
1462,48.817142,1,7,4,6,37,1
1463,36.673668,1,1,3,5,24,1
1464,32.602501,0,4,10,1,35,1
1465,40.441132,1,6,6,2,40,1
1466,37.531708,0,2,10,3,36,1
1467,55.698879,0,5,10,8,34,1
1468,49.596905,0,10,1,8,35,0
1469,60.454151,1,4,6,10,62,1
1470,53.490101,0,8,1,9,37,1
1471,48.613049,1,5,7,6,33,1
1472,50.661861,1,2,6,8,55,1
1473,45.267117,1,2,6,7,63,1
1474,38.420021,0,2,9,4,27,1
1475,59.789295,1,5,7,9,46,1
1476,28.592825,0,2,2,3,43,1
1477,57.956955,0,4,10,8,52,1
1478,46.248608,0,3,10,6,39,1
1479,62.385448,1,6,5,10,41,1
1480,37.633034,1,7,5,2,38,1
1481,39.301964,0,8,1,5,42,0
1482,52.03273,0,7,9,6,48,1
1483,53.897621,1,7,7,6,49,1
1484,54.741234,1,4,8,7,56,1
1485,50.294018,1,6,6,5,42,1
1486,52.907307,1,2,4,9,51,1
1487,44.719986,1,8,5,3,38,1
1488,52.760902,0,2,8,10,46,1
1489,39.988144,1,9,3,3,37,1
1490,36.9133,0,2,9,2,39,1
1491,36.167877,1,3,6,4,39,1
1492,41.972965,0,10,2,6,40,0
1493,59.106449,1,2,6,10,38,1
1494,56.986862,0,9,8,7,48,1
1495,55.42963,0,10,1,9,39,0
1496,51.414238,1,4,6,7,40,1
1497,54.680336,1,4,5,10,62,1
1498,43.940403,1,7,2,6,33,0
1499,45.08712,0,8,1,7,59,0
1500,32.364319,0,8,8,1,52,1
1501,48.079319,1,3,5,7,46,1
1502,37.768753,0,10,2,3,50,0
1503,55.679695,0,4,9,8,36,1
1504,53.230305,0,7,9,7,41,1
1505,63.061279,0,6,10,9,34,1
1506,29.612427,0,1,9,2,31,1
1507,37.593227,0,3,1,5,43,0
1508,22.328604,0,1,1,1,23,0
1509,43.691002,0,3,1,8,38,0
1510,61.451546,1,9,5,10,37,1
1511,39.984558,0,2,1,8,23,0
1512,50.251617,0,6,10,5,31,1
1513,55.731731,0,10,10,6,49,1
1514,59.893826,0,10,10,8,50,1
1515,50.702866,0,10,10,5,49,1
1516,60.340687,0,8,10,8,66,1
1517,37.327843,0,4,10,1,37,1
1518,42.323944,1,9,7,3,43,1
1519,57.835892,1,4,8,9,31,1
1520,49.612785,0,5,9,7,41,1
1521,52.965919,0,4,10,8,39,1
1522,47.607559,0,8,10,2,54,1
1523,52.299099,0,8,8,6,34,1
1524,44.372784,0,9,1,7,35,0
1525,43.784306,0,2,2,8,42,1
1526,32.158848,1,3,7,1,50,1
1527,39.301743,1,7,2,4,32,0
1528,38.060005,1,1,7,3,34,1
1529,51.217003,0,8,8,6,58,1
1530,48.104191,1,8,6,4,49,1
1531,22.065557,0,5,1,1,42,0
1532,53.088642,0,5,1,10,39,1
1533,38.197136,1,2,7,4,33,1
1534,55.992817,0,5,10,8,44,1
1535,44.887791,0,8,1,6,51,0
1536,25.570892,0,1,1,3,37,0
1537,51.027344,0,4,1,10,56,0
1538,41.829189,1,3,4,5,49,1
1539,37.225677,1,4,7,2,33,1
1540,57.193417,0,5,9,8,62,1
1541,21.583784,0,3,1,1,55,0
1542,54.417236,1,6,8,7,51,1
1543,35.259094,1,8,3,1,69,1
1544,27.839237,1,4,3,1,22,0
1545,43.475723,1,3,5,5,43,1
1546,44.774029,0,2,8,5,53,1
1547,37.200649,1,8,6,2,61,1
1548,42.207882,0,3,10,3,38,1
1549,43.270958,1,3,8,5,27,1
1550,59.850704,0,10,7,8,41,1
1551,38.078354,0,10,5,3,41,1
1552,62.785355,0,10,7,10,46,1
1553,35.494797,0,10,3,1,35,0
1554,60.756874,0,8,8,10,48,1
1555,45.021969,0,7,10,4,47,1
1556,37.220787,0,7,10,1,24,1
1557,53.401337,1,3,4,9,34,0
1558,46.467537,1,3,4,7,35,1
1559,46.539696,0,9,9,4,36,1
1560,47.806618,0,1,8,7,43,1
1561,57.427704,1,5,7,9,53,1
1562,42.900612,1,6,8,3,21,1
1563,59.796413,0,10,9,8,59,1
1564,39.696831,0,8,9,2,47,1
1565,37.600212,1,7,2,3,48,0
1566,42.782661,1,6,4,5,21,1
1567,66.571854,1,8,6,10,34,1
1568,34.648327,1,9,6,1,49,1
1569,38.422752,1,6,6,3,25,1
1570,48.468102,1,7,3,6,42,0
1571,39.066387,0,10,4,2,42,1
1572,38.699306,1,9,4,3,50,1
1573,29.63588,0,6,1,2,46,0
1574,50.314693,0,8,8,6,57,1
1575,37.241749,0,6,1,5,52,1
1576,54.555454,0,10,5,8,33,1
1577,47.880566,1,8,4,7,67,1
1578,35.210022,1,2,6,2,50,1
1579,48.912357,0,9,8,4,36,1
1580,48.387405,0,2,10,7,45,1
1581,38.81604,0,10,6,2,46,1
1582,32.605236,1,9,4,1,53,0
1583,58.258533,1,5,7,9,43,1
1584,43.830742,1,4,4,6,47,1
1585,52.879936,0,6,10,8,50,1
1586,26.569197,0,1,2,3,30,1
1587,51.423687,0,5,1,10,36,0
1588,59.250076,0,10,7,8,49,1
1589,40.427673,1,6,8,2,46,1
1590,45.504402,1,6,3,5,32,1
1591,45.515961,0,7,1,7,37,0
1592,52.619953,1,1,3,10,32,0
1593,58.843533,1,4,5,9,39,1
1594,42.372391,0,5,1,7,32,1
1595,58.04755,1,7,8,6,49,1
1596,46.239304,1,7,4,4,68,1
1597,45.994045,1,1,7,7,24,1
1598,49.140736,0,6,9,6,51,1
1599,47.430908,0,8,2,7,46,1
1600,30.654558,0,2,1,3,49,1
1601,30.923407,1,5,4,2,45,1
1602,62.380978,0,10,4,9,48,0
1603,48.902096,1,9,3,5,34,1
1604,65.053497,1,7,8,10,40,1
1605,60.978069,1,7,4,10,44,1
1606,60.982037,1,9,7,7,39,1
1607,56.363796,1,1,7,10,69,1
1608,37.988125,1,6,3,3,71,1
1609,57.763947,0,10,8,7,45,1
1610,33.581715,1,3,4,3,33,1
1611,50.175411,1,7,2,7,32,1
1612,48.417999,1,4,6,7,37,1
1613,46.291157,1,9,5,5,36,1
1614,61.383331,0,10,10,10,45,1
1615,49.234528,0,8,9,5,36,1
1616,59.119648,0,5,9,10,48,1
1617,58.782097,0,10,4,9,51,1
1618,48.471718,0,10,9,4,36,1
1619,66.027893,1,7,8,10,39,1
1620,39.769161,1,4,2,5,37,1
1621,53.493736,0,9,10,5,34,1
1622,51.397331,1,3,6,8,62,1
1623,38.97084,0,10,6,1,57,1
1624,48.746597,1,2,7,6,47,1
1625,58.229126,0,7,9,9,39,1
1626,44.758904,1,5,3,7,46,0
1627,38.679092,1,4,5,3,50,1
1628,51.736343,1,3,4,9,62,1
1629,31.124964,1,3,7,1,37,1
1630,60.693932,1,6,6,9,35,1
1631,45.971241,0,9,2,7,36,1
1632,41.318703,0,6,9,3,44,1
1633,50.202339,1,6,8,4,26,1
1634,49.799511,0,3,1,10,44,0
1635,38.956326,1,5,5,3,46,1
1636,47.184093,0,1,8,7,34,1
1637,37.403358,1,5,7,1,47,1
1638,38.233601,1,6,6,2,47,1
1639,30.069437,1,6,5,1,31,1
1640,47.216858,0,8,8,4,52,1
1641,31.079746,0,8,1,2,45,0
1642,38.937668,0,4,10,3,45,1
1643,43.287674,0,10,4,5,53,1
1644,37.520649,1,6,5,1,53,1
1645,60.597103,0,7,9,8,48,1
1646,54.744514,1,3,6,9,46,1
1647,39.465969,1,1,4,5,44,1
1648,41.723621,0,10,1,5,62,0
1649,55.412407,1,3,4,10,40,1
1650,39.068802,1,7,8,1,22,1
1651,51.187099,1,4,3,8,26,1
1652,39.820877,1,7,2,5,39,0
1653,37.235367,0,1,2,6,28,0
1654,53.419159,1,3,3,10,43,1
1655,22.555449,0,3,1,1,25,0
1656,55.245647,1,8,6,7,48,1
1657,55.373943,1,6,2,9,31,0
1658,23.618597,0,6,1,2,59,0
1659,51.086971,0,10,3,7,42,1
1660,34.720291,0,2,1,6,32,0
1661,46.028576,0,10,4,5,42,1
1662,43.597675,0,10,5,3,59,1
1663,36.364101,1,5,7,1,39,1
1664,27.819357,1,2,6,1,34,1
1665,43.856892,1,6,8,3,38,1
1666,53.4231,0,7,10,7,39,1
1667,51.13763,1,2,4,9,38,1
1668,38.731972,0,8,2,4,35,1
1669,43.41452,0,10,7,2,34,1
1670,29.605444,1,1,4,1,29,1
1671,50.712772,0,1,1,10,21,1
1672,39.539684,1,1,5,5,47,1
1673,38.891022,1,1,6,3,26,1
1674,57.405697,0,8,9,7,27,1
1675,26.357414,1,1,6,1,38,1
1676,33.002129,1,2,6,1,34,1
1677,62.192242,0,10,7,9,46,1
1678,41.358723,1,3,6,5,31,1
1679,52.516792,0,10,9,6,34,1
1680,63.134518,0,7,10,10,44,1
1681,54.75972,1,3,5,9,29,1
1682,38.125664,1,2,6,4,32,1
1683,64.336823,0,9,10,10,34,1
1684,19.678326,0,2,1,1,32,0
1685,56.34721,1,7,6,9,45,1
1686,44.142914,0,9,8,4,54,1
1687,55.183208,0,3,10,8,32,1
1688,65.139336,1,9,7,10,60,1
1689,38.773106,0,6,9,2,41,1
1690,43.529533,1,7,8,4,23,1
1691,66.561241,0,10,10,9,43,1
1692,32.511913,0,2,1,4,43,0
1693,44.851692,0,9,9,3,46,1
1694,46.263832,0,10,8,3,29,1
1695,40.950504,0,4,9,4,43,1
1696,29.456863,0,2,2,4,39,1
1697,39.046207,1,3,8,3,35,1
1698,36.333858,1,1,3,5,41,1
1699,56.559391,1,9,3,8,23,0
1700,61.762112,1,4,8,9,46,1
1701,43.979858,1,2,3,7,28,0
1702,28.001471,0,1,9,1,29,1
1703,60.59766,0,8,10,8,26,1
1704,50.575825,0,8,1,9,51,0
1705,32.313217,1,3,7,2,37,1
1706,49.396477,1,6,6,6,59,1
1707,32.929031,1,4,3,3,31,1
1708,34.503067,1,3,3,4,50,0
1709,39.816345,1,5,6,4,43,1
1710,54.939003,1,6,2,10,22,0
1711,60.176762,0,10,10,6,44,1
1712,28.029276,0,6,1,2,52,0
1713,41.810928,0,5,1,6,21,0
1714,49.025452,0,3,10,6,39,1
1715,43.257324,0,3,10,5,35,1
1716,51.747833,0,8,8,5,32,1
1717,51.029636,0,10,10,5,37,1
1718,48.899319,0,2,1,10,52,0
1719,37.054577,0,2,2,6,24,1
1720,42.143814,1,3,2,5,50,1
1721,50.830849,1,9,7,4,47,1
1722,52.057568,0,9,2,10,49,0
1723,48.547466,0,7,1,9,53,1
1724,38.196777,0,8,9,1,37,1
1725,37.166622,1,4,4,3,43,1
1726,52.838654,1,3,8,9,38,1
1727,52.596306,1,2,3,10,45,0
1728,49.841904,1,9,6,5,39,1
1729,60.372662,0,10,6,9,32,1
1730,44.642418,1,5,7,5,54,1
1731,33.592003,0,5,9,1,27,1
1732,35.947594,1,6,5,3,36,1
1733,45.924149,0,4,1,9,39,0
1734,31.672268,0,2,1,5,26,1
1735,49.703453,0,1,10,7,37,1
1736,30.937078,1,1,7,1,51,1
1737,57.983707,1,8,6,8,30,1
1738,46.144272,0,1,1,10,23,0
1739,37.884254,0,10,6,2,48,1
1740,33.581646,0,10,1,1,30,1
1741,58.237362,0,10,5,8,60,1
1742,56.979252,1,7,7,7,34,1
1743,49.403973,0,7,9,5,55,1
1744,52.463882,1,3,5,8,45,1
1745,26.929321,0,1,1,2,36,0
1746,46.53606,0,5,10,4,37,1
1747,51.683563,0,8,1,9,53,0
1748,28.7563,1,2,3,1,33,0
1749,35.07299,1,3,4,3,27,1
1750,26.524168,0,7,1,2,40,0
1751,37.51482,1,1,4,4,46,0
1752,33.899017,0,5,1,5,48,0
1753,50.502541,1,3,8,7,38,1
1754,27.819593,0,4,1,2,34,0
1755,42.336014,1,3,5,5,43,1
1756,36.86208,0,2,9,4,31,1
1757,33.316612,1,3,5,3,52,1
1758,63.050293,0,6,10,10,51,1
1759,58.907288,0,10,2,10,33,0
1760,57.306,1,9,3,8,42,0
1761,54.62891,0,10,9,6,47,1
1762,57.717049,0,2,10,9,36,1
1763,44.266689,1,8,4,5,52,1
1764,42.85004,0,9,2,5,41,1
1765,65.324577,0,8,10,9,45,1
1766,39.743206,1,9,6,2,56,1
1767,44.64587,0,8,10,3,44,1
1768,58.058472,1,3,5,10,37,1
1769,54.021706,0,9,9,5,55,1
1770,43.203091,1,8,5,4,46,1
1771,55.90728,1,4,5,10,27,1
1772,50.852203,1,7,8,5,25,1
1773,49.686081,0,10,10,4,52,1
1774,51.422443,1,7,2,8,24,0
1775,43.648079,1,2,3,6,40,1
1776,32.654533,0,8,1,2,28,0
1777,68.75206,0,9,10,10,55,1
1778,42.291531,0,10,3,4,51,1
1779,40.1926,0,10,5,2,44,1
1780,53.7869,1,2,5,9,41,1
1781,49.731834,1,7,7,6,53,1
1782,36.669651,0,9,8,1,37,1
1783,24.265974,0,3,1,1,31,0
1784,55.02145,1,2,3,10,37,0
1785,61.14323,0,10,9,8,62,1
1786,45.904026,0,10,4,4,46,1
1787,53.507301,1,8,7,6,48,1
1788,43.360237,1,9,6,3,43,1
1789,46.49218,1,6,8,5,46,1
1790,44.744797,0,4,9,4,48,1
1791,62.226025,0,4,9,10,41,1
1792,52.440926,1,4,5,10,44,1
1793,36.093315,0,2,8,3,36,1
1794,32.091331,1,6,3,2,47,1
1795,37.503643,0,7,10,1,48,1
1796,34.983154,1,7,4,2,53,1
1797,47.447296,1,1,3,8,28,0
1798,41.280094,0,7,1,6,36,1
1799,41.113834,0,2,8,5,32,1
1800,55.167866,1,3,7,7,31,1
1801,49.585892,1,6,4,7,41,1
1802,38.229916,1,3,4,4,56,1
1803,49.637852,1,8,4,6,36,0
1804,37.974888,0,1,1,7,22,1
1805,33.209614,0,6,10,1,49,1
1806,44.364246,1,4,6,5,44,1
1807,54.732941,1,8,6,7,48,1
1808,33.905655,0,10,5,1,35,1
1809,36.461502,1,4,8,2,39,1
1810,44.882595,1,5,4,6,44,1
1811,28.471237,0,4,1,2,40,0
1812,35.133186,1,6,8,1,47,1
1813,51.149387,1,3,2,10,23,1
1814,58.003777,0,10,9,7,40,1
1815,43.338665,1,6,3,5,43,1
1816,43.272442,1,5,4,5,38,1
1817,35.598186,1,1,5,4,42,1
1818,37.436806,1,5,2,4,34,0
1819,37.491264,1,9,4,1,52,1
1820,57.088833,0,9,8,8,49,1
1821,38.038998,0,6,1,5,60,0
1822,31.528996,1,6,6,1,64,1
1823,56.524559,0,10,5,8,29,1
1824,30.287048,0,2,10,1,35,1
1825,58.251713,1,9,4,7,38,1
1826,52.73122,0,8,2,9,44,0
1827,52.601288,1,7,8,5,25,1
1828,47.912212,1,6,2,6,27,1
1829,37.596497,0,9,2,3,35,0
1830,47.817818,0,9,9,4,44,1
1831,40.12532,0,10,4,2,37,1
1832,39.338417,1,2,4,4,52,1
1833,40.845024,0,3,9,4,48,1
1834,47.638214,1,4,5,6,31,1
1835,50.376938,0,5,9,7,34,1
1836,31.245283,0,2,2,4,35,0
1837,58.164467,1,9,4,8,37,1
1838,39.546318,0,8,2,5,37,0
1839,49.79092,1,6,2,8,55,0
1840,48.532185,0,9,2,6,40,0
1841,36.864346,1,2,7,3,56,1
1842,39.804924,1,4,4,3,35,1
1843,50.088989,1,3,5,5,22,1
1844,37.607697,0,9,1,4,38,0
1845,60.016029,1,9,6,9,41,1
1846,50.695553,0,10,4,7,39,1
1847,48.036942,0,1,10,6,49,1
1848,33.838833,0,6,9,1,44,1
1849,53.65007,1,4,7,8,48,1
1850,41.077477,1,6,4,4,32,1
1851,39.878258,1,3,3,4,36,0
1852,53.403332,1,3,4,9,35,0
1853,53.887486,1,9,3,7,39,1
1854,45.149178,1,7,7,5,62,1
1855,59.515129,0,10,10,7,26,1
1856,55.089138,0,10,6,8,28,1
1857,46.355736,1,6,4,5,50,1
1858,44.203251,0,8,9,2,38,1
1859,35.014568,1,5,2,3,35,0
1860,55.779732,0,8,2,10,46,0
1861,41.342026,1,6,6,2,23,1
1862,41.140121,0,10,2,3,32,0
1863,50.013573,1,6,5,8,44,1
1864,33.63702,0,6,1,3,32,1
1865,38.313652,1,5,2,4,27,1
1866,42.075741,1,4,6,4,28,1
1867,58.538433,1,3,8,9,27,1
1868,37.772072,0,1,10,3,67,1
1869,49.988518,0,5,1,9,36,1
1870,52.88546,0,1,10,8,34,1
1871,47.423679,0,4,10,6,43,1
1872,59.953419,0,10,9,8,56,1
1873,41.637096,1,1,6,6,42,1
1874,42.677376,1,3,5,4,46,1
1875,28.852119,1,1,4,1,42,1
1876,47.502865,1,6,4,6,38,1
1877,32.697796,0,3,9,1,29,1
1878,46.84655,0,2,1,10,49,0
1879,36.117725,1,6,2,3,43,1
1880,52.165222,0,5,10,6,48,1
1881,37.206573,1,7,5,2,43,1
1882,49.567352,0,4,1,9,54,0
1883,36.520226,0,4,9,1,51,1
1884,62.235157,1,7,6,8,30,1
1885,49.897881,1,8,5,6,43,1
1886,51.165192,0,9,8,5,46,1
1887,30.394154,1,6,3,2,35,1
1888,58.441959,0,9,10,7,35,1
1889,45.275528,1,1,4,8,37,1
1890,45.841171,0,1,2,10,38,0
1891,52.318157,1,4,4,8,44,1
1892,49.662315,1,6,5,7,41,1
1893,61.132923,1,2,7,10,52,1
1894,57.632763,1,5,5,9,53,1
1895,57.286243,0,10,8,7,43,1
1896,66.590675,0,9,8,10,43,1
1897,63.652061,0,6,9,10,47,1
1898,30.210188,1,3,3,2,38,0
1899,59.246391,0,5,9,10,44,1
1900,38.674858,0,4,10,3,41,1
1901,46.343929,0,10,8,4,35,1
1902,44.257336,1,3,5,6,21,1
1903,58.801167,0,3,9,10,50,1
1904,39.069016,1,2,4,4,35,0
1905,52.540344,0,5,9,7,36,1
1906,45.055309,1,8,4,5,49,1
1907,32.411217,0,5,1,3,25,1
1908,53.762928,0,7,1,9,24,0
1909,59.913952,1,8,7,9,59,1
1910,62.648281,0,10,5,10,39,1
1911,38.108612,1,6,7,1,42,1
1912,36.82336,0,2,2,6,41,0
1913,62.011784,1,9,3,10,36,0
1914,30.707005,1,1,3,2,38,1
1915,45.354622,1,6,5,5,50,1
1916,47.216824,0,9,1,6,28,0
1917,33.464222,1,5,3,2,37,0
1918,48.38155,1,1,7,6,40,1
1919,30.728125,1,4,5,1,22,1
1920,48.31345,1,6,4,6,39,1
1921,54.483913,1,4,8,8,57,1
1922,48.680653,0,7,1,8,33,0
1923,42.445988,0,9,10,1,30,1
1924,35.288769,1,6,6,1,48,1
1925,48.630035,0,9,8,5,52,1
1926,55.042469,0,6,10,6,34,1
1927,42.959068,1,9,4,4,23,1
1928,49.632858,1,6,5,6,37,1
1929,56.333477,0,1,9,9,27,1
1930,43.462379,1,4,5,5,45,1
1931,41.271008,1,6,2,5,38,1
1932,61.976532,1,5,8,10,58,1
1933,28.895292,0,1,8,2,24,1
1934,50.795067,1,6,3,7,35,1
1935,50.52552,1,9,3,7,53,0
1936,57.009663,1,6,4,10,47,0
1937,55.210903,0,8,2,9,52,1
1938,61.178101,1,9,5,9,47,1
1939,61.534832,0,7,10,9,33,1
1940,29.892,1,5,2,2,47,1
1941,31.178755,0,1,8,2,27,1
1942,45.565048,0,4,9,6,39,1
1943,34.382034,0,6,1,4,44,1
1944,44.22971,1,6,6,4,40,1
1945,51.547581,0,10,4,7,46,1
1946,33.224766,1,9,3,1,23,1
1947,55.207951,0,2,10,9,30,1
1948,33.827087,1,5,5,1,38,1
1949,55.719711,1,7,2,9,27,1
1950,35.628216,0,10,7,1,30,1
1951,44.335564,1,1,4,7,28,1
1952,61.562176,0,9,9,9,39,1
1953,41.587563,0,5,9,4,47,1
1954,40.64447,1,4,6,3,45,1
1955,54.406563,1,6,4,8,39,1
1956,61.28157,1,6,6,10,50,1
1957,40.079861,0,5,9,3,36,1
1958,35.683308,0,10,1,2,45,0
1959,57.757534,1,7,8,6,43,1
1960,49.258926,0,5,1,9,23,0
1961,46.449081,1,7,3,6,32,0
1962,63.92836,1,9,5,10,51,1
1963,36.949722,1,4,6,3,33,1
1964,30.649958,1,2,4,2,25,1
1965,45.239574,0,10,8,3,35,1
1966,62.612316,0,3,10,10,36,1
1967,56.112968,1,6,8,7,33,1
1968,46.226158,1,8,5,5,46,1
1969,57.503082,1,4,5,9,47,1
1970,42.336979,1,7,8,2,44,1
1971,59.819347,0,10,2,10,32,1
1972,56.772175,0,10,1,10,42,0
1973,49.670158,1,9,7,5,42,1
1974,43.023018,0,8,8,4,35,1
1975,45.535103,0,2,2,9,35,0
1976,50.210953,0,8,1,8,56,1
1977,56.254398,1,8,3,9,28,0
1978,32.681946,0,8,1,3,49,0
1979,58.443134,1,7,6,10,61,1
1980,43.017609,0,7,1,7,30,0
1981,56.171169,0,10,8,7,49,1
1982,59.032177,1,6,6,9,27,1
1983,61.530476,1,3,8,9,35,1
1984,53.048851,1,6,5,6,61,1
1985,34.104809,1,7,2,1,28,1
1986,42.459461,0,6,1,7,60,0
1987,54.697128,0,9,8,7,47,1
1988,36.437855,0,3,1,6,25,0
1989,37.870289,0,10,5,2,33,1
1990,52.706707,1,3,5,8,29,1
1991,44.589478,0,4,10,4,32,1
1992,50.660114,1,3,4,7,38,1
1993,40.908047,1,4,2,5,39,1
1994,37.038147,0,1,10,2,30,1
1995,50.843407,1,9,7,4,52,1
1996,27.268253,0,7,1,2,41,0
1997,55.903538,0,10,2,8,43,0
1998,52.036507,1,2,6,9,34,1
1999,63.319057,0,10,7,8,29,1
2000,53.748722,0,9,9,6,52,1
2001,46.822594,0,2,8,7,42,1
2002,46.29108,0,10,8,5,44,1
2003,62.705017,0,7,10,10,40,1
2004,42.05217,1,5,8,3,42,1
2005,55.237579,1,4,2,10,46,0
2006,33.713329,0,1,2,6,23,1
2007,47.848778,0,1,1,10,36,0
2008,47.894962,1,7,7,4,48,1
2009,43.609745,0,8,1,6,46,0
2010,49.836494,1,4,8,6,49,1
2011,36.289322,1,3,4,3,25,1
2012,27.540827,1,4,3,1,37,0
2013,49.664246,1,3,2,9,37,1
2014,29.899342,0,10,1,1,32,0
2015,57.440865,1,9,3,9,52,0
2016,48.643539,1,5,8,6,32,1
2017,39.155926,0,1,10,3,46,1
2018,39.900936,1,8,7,3,35,1
2019,50.549862,0,9,9,5,41,1
2020,27.623753,1,4,7,1,45,1
2021,41.332954,1,9,7,4,34,1
2022,55.452148,1,8,7,7,62,1
2023,41.369888,0,10,4,2,42,1
2024,55.115742,1,5,5,9,46,1
2025,38.286564,1,2,6,3,37,1
2026,54.736366,1,4,7,7,47,1
2027,38.493946,0,9,1,4,43,1
2028,49.112423,0,9,8,4,25,1
2029,43.750717,1,2,4,7,36,1
2030,39.50832,0,7,10,1,41,1
2031,32.018421,1,2,4,2,54,1
2032,47.442539,1,6,3,6,26,0
2033,60.67598,1,8,5,10,27,1
2034,61.598679,1,7,8,9,35,1
2035,35.226402,1,4,5,3,43,1
2036,48.421864,0,9,9,4,39,1
2037,45.93298,1,8,3,7,31,1
2038,27.727995,0,5,1,1,35,0
2039,42.66708,1,6,2,4,37,0
2040,57.943298,0,9,9,8,35,1
2041,45.018356,0,9,8,4,39,1
2042,57.092258,0,2,10,10,29,1
2043,42.602329,0,10,10,2,63,1
2044,41.091747,0,8,8,3,44,1
2045,46.251904,1,8,6,4,44,1
2046,46.068886,1,3,7,6,63,1
2047,51.790726,0,8,2,9,63,1
2048,44.31242,1,7,2,5,46,1
2049,37.269627,0,2,1,6,40,0
2050,56.905502,1,3,4,10,28,1
2051,25.317253,1,1,3,1,26,1
2052,39.82642,1,1,5,4,34,1
2053,44.011784,0,9,2,5,55,0
2054,39.71196,1,8,5,2,52,1
2055,42.188843,1,3,4,6,58,1
2056,23.125061,0,2,1,2,29,0
2057,33.447853,1,9,5,1,24,1
2058,45.721786,0,10,6,4,60,1
2059,35.77668,0,6,10,1,47,1
2060,62.402737,0,10,9,8,63,1
2061,35.350079,1,3,6,3,47,1
2062,54.448887,0,10,9,6,38,1
2063,34.405266,0,1,9,3,54,1
2064,58.082146,0,10,10,7,56,1
2065,38.031021,0,6,9,2,39,1
2066,25.062454,0,6,1,1,43,0
2067,49.56184,0,3,1,10,23,0
2068,41.604942,1,6,3,4,38,0
2069,36.575527,1,7,6,2,27,1
2070,35.236244,0,1,10,3,21,1
2071,43.286522,0,10,8,3,47,1
2072,44.003529,1,4,7,4,41,1
2073,51.009605,1,9,6,5,40,1
2074,50.312092,0,10,7,5,65,1
2075,39.467209,0,10,5,3,32,1
2076,42.56377,1,1,4,6,35,1
2077,62.018196,0,8,8,9,42,1
2078,60.866634,1,8,3,10,35,1
2079,41.90295,0,5,1,6,55,0
2080,42.940125,1,5,3,5,48,0
2081,55.870983,1,7,6,9,47,1
2082,61.53072,0,9,9,9,52,1
2083,54.262253,0,10,2,8,39,1
2084,31.096519,0,8,1,2,52,0
2085,44.754166,1,1,4,7,32,1
2086,53.607533,0,6,1,10,30,0
2087,43.213558,1,2,6,5,30,1
2088,42.180607,0,4,10,4,32,1
2089,55.515785,1,5,2,10,36,0
2090,63.861797,0,5,10,10,41,1
2091,54.1203,1,8,7,6,38,1
2092,47.777382,1,5,3,8,40,0
2093,34.975761,1,4,8,1,42,1
2094,53.498493,0,7,9,7,41,1
2095,40.322643,1,4,4,5,51,1
2096,54.635414,1,1,5,10,34,1
2097,41.732559,0,7,9,3,35,1
2098,42.759449,1,2,3,6,37,0
2099,59.626934,0,10,8,8,23,1
2100,47.903831,0,10,2,6,21,0
2101,40.190781,0,8,8,3,46,1
2102,53.937016,1,9,7,6,52,1
2103,34.570187,0,9,1,2,25,0
2104,60.140244,1,3,7,10,37,1
2105,24.196135,0,4,1,2,25,0
2106,45.389622,1,6,2,5,37,0
2107,36.1577,1,2,3,5,37,1
2108,40.914021,1,7,5,3,45,1
2109,47.453339,1,8,5,4,26,1
2110,41.895218,1,6,6,3,39,1
2111,43.746872,1,4,5,5,47,1
2112,44.507256,0,1,2,9,53,0
2113,44.058887,1,3,6,5,28,1
2114,38.082832,1,8,7,1,34,1
2115,40.501621,0,3,1,6,40,1
2116,27.341066,0,4,1,2,32,0
2117,46.508366,0,4,10,4,49,1
2118,68.09549,0,8,10,10,44,1
2119,27.086246,0,2,1,2,26,0
2120,39.183048,1,4,7,3,28,1
2121,38.89537,1,3,6,3,41,1
2122,36.804001,1,7,2,3,48,0
2123,38.192398,0,1,2,7,30,0
2124,52.091721,1,6,6,6,36,1
2125,59.709084,1,6,4,9,34,1
2126,29.633335,1,3,2,2,24,0
2127,52.698051,1,4,7,7,31,1
2128,30.37993,1,3,4,2,28,1
2129,40.579456,0,5,10,3,39,1
2130,48.627731,0,8,1,7,29,0
2131,41.215466,1,3,6,4,34,1
2132,53.434967,0,8,1,9,27,0
2133,49.285545,0,7,9,5,24,1
2134,53.422852,0,8,2,9,38,0
2135,19.464893,0,1,1,1,45,0
2136,47.620445,1,1,6,7,29,1
2137,21.698151,0,1,2,2,40,0
2138,53.856667,0,8,2,8,44,1
2139,52.42786,1,1,5,10,41,1
2140,49.698753,1,4,4,8,45,1
2141,41.217724,1,9,5,3,47,1
2142,53.488773,1,9,7,6,57,1
