rides_request,price,rides_accepted
2935,2.5,1619
2266,2.5,1462
2204,2.5,1408
2823,2.5,1956
1967,2,1644
3553,3,2121
2649,2.5,1846
2775,2.5,1928
1803,2,1504
1644,2,1322
4557,3.5,2728
3714,3,2420
3151,3,1836
1733,2,1419
3778,3,2473
3314,3,2029
4710,3.5,2932
3645,3,2356
3579,3,2307
3589,3,2265
4569,3.5,2796
4764,3.5,2970
3036,3,1733
4811,3.5,2758
4771,3.5,2923
1832,2,1542
4360,3.5,2591
4397,3.5,2494
4462,3.5,2588
2489,2.5,1705
4940,3.5,2757
4784,3.5,2828
4751,3.5,2934
4148,3.5,2195
3853,3,2495
2691,2.5,1844
3920,3,2579
3498,3,2212
3171,3,1872
2383,2.5,1546
3107,3,1780
1618,2,1231
2245,2.5,1330
2272,2.5,1524
4334,3.5,2560
3170,3,1842
2771,2.5,1967
4779,3.5,2917
4751,3.5,2905
1751,2,1458
1580,2,1185
2113,2.5,1352
4160,3.5,2386
1578,2,1265
3404,3,2085
3074,3,1844
2498,2.5,1697
2219,2.5,1389
2952,2.5,1981
1669,2,1375
2249,2.5,1467
2856,2.5,2059
1667,2,1319
3578,3,2303
2739,2.5,1889
3566,3,2260
4061,3.5,1950
4581,3.5,2805
1532,2,1250
1952,2,1625
4401,3.5,2621
4151,3.5,2413
4844,3.5,2962
2404,2.5,1637
3361,3,2100
1531,2,1190
3714,3,2350
2223,2.5,1412
3227,3,1972
1742,2,1453
4323,3.5,2586
4203,3.5,2454
3179,3,1892
4906,3.5,2994
4563,3.5,2766
3761,3,2454
4859,3.5,3052
4429,3.5,2457
1477,2,1121
4600,3.5,2834
1544,2,1203
4816,3.5,3005
3885,3,2453
4701,3.5,2696
1666,2,1278
1910,2,1592
4773,3.5,2943
2917,2.5,2078
3383,3,2125
1595,2,1322
4257,3.5,2462
2693,2.5,1817
4200,3.5,2433
3683,3,2379
2272,2.5,1328
2148,2.5,1337
3973,3,2612
4592,3.5,2816
1629,2,1354
1780,2,1465
3931,3,2613
4532,3.5,2643
4092,3.5,2343
2507,2.5,1716
3882,3,2253
3926,3,2579
4053,3.5,2285
3572,3,2246
4663,3.5,2514
4427,3.5,2675
1604,2,1328
1901,2,1504
1731,2,1447
1636,2,1331
2415,2.5,1608
1559,2,1258
3574,3,2259
3746,3,2375
4552,3.5,2736
3978,3,2563
2770,2.5,1963
3845,3,2270
3179,3,1951
2604,2.5,1730
2563,2.5,1716
3951,3,2648
4266,3.5,2489
4675,3.5,2607
3535,3,2272
3968,3,2642
2951,2.5,2049
4824,3.5,2997
1687,2,1315
1932,2,1625
1594,2,1298
1482,2,1194
1510,2,875
3140,3,1904
3509,3,2237
2398,2.5,1453
4366,3.5,2590
3227,3,1993
1444,2,1071
1948,2,1362
1765,2,1472
4570,3.5,2683
2879,2.5,2006
3158,3,1928
4828,3.5,2700
1677,2,1390
4454,3.5,2667
3911,3,2123
2228,2.5,1406
3243,3,1967
4145,3.5,2348
2461,2.5,1638
2060,2.5,1240
4543,3.5,2770
4107,3.5,2142
2252,2.5,1469
1706,2,1240
2297,2.5,1534
2649,2.5,1795
3638,3,2354
2891,2.5,2077
4599,3.5,2808
3509,3,2176
3716,3,2424
2299,2.5,1487
3844,3,2469
3535,3,2198
4589,3.5,2807
4590,3.5,2480
2758,2.5,1850
1438,2,1065
4921,3.5,3091
1803,2,1376
3856,3,2564
2799,2.5,1956
3542,3,2247
3630,3,2242
3345,3,2079
3181,3,1472
2022,2.5,1282
3776,3,2446
4178,3.5,2337
2388,2.5,1644
4645,3.5,2696
2738,2.5,1951
4324,3.5,2541
3837,3,2537
4282,3.5,2527
2896,2.5,1971
2452,2.5,1564
3245,3,1931
3435,3,1999
4641,3.5,2777
2795,2.5,1995
1942,2,1594
2810,2.5,1940
4275,3.5,2522
2818,2.5,1987
2056,2.5,1301
2079,2.5,870
1672,2,1387
1602,2,1304
1585,2,1008
4969,3.5,3157
1628,2,1327
4250,3.5,2476
3666,3,2047
3875,3,2564
2440,2.5,1627
1700,2,1367
3366,3,1900
2544,2.5,1785
2847,2.5,1941
4546,3.5,2749
1578,2,1296
2302,2.5,1543
4360,3.5,2503
2958,2.5,2126
4380,3.5,2632
2039,2.5,1236
2255,2.5,1482
3265,3,1830
2742,2.5,1964
3690,3,2284
2580,2.5,1638
4767,3.5,2970
2200,2.5,1316
4942,3.5,3097
4588,3.5,2790
2277,2.5,1533
4799,3.5,3001
3445,3,2156
4767,3.5,2964
4766,3.5,2934
3438,3,2147
1878,2,1554
3446,3,2139
3699,3,2375
3853,3,2543
3710,3,2399
1839,2,1551
1911,2,1514
3911,3,2451
4294,3.5,2556
3037,3,1793
3612,3,2295
4860,3.5,3055
1775,2,1490
1931,2,1608
2181,2.5,1442
3272,3,2000
3515,3,2240
4445,3.5,2676
2212,2.5,1182
3523,3,1816
3747,3,2452
1525,2,1267
2469,2.5,1550
4593,3.5,2771
3518,3,2143
2800,2.5,1805
1826,2,1533
2784,2.5,1839
4470,3.5,2683
3323,3,2020
2418,2.5,1668
1908,2,1571
2188,2.5,1403
2053,2.5,1338
1625,2,1351
3655,3,2327
4200,3.5,2356
3294,3,2025
2570,2.5,1795
4351,3.5,2562
2399,2.5,1652
3542,3,2136
3993,3,2598
3040,3,1827
4338,3.5,2548
3286,3,2022
3959,3,2569
3874,3,2556
3155,3,1868
3686,3,2266
4627,3.5,2780
3380,3,2126
3160,3,1593
3500,3,2087
2657,2.5,1289
3028,3,1607
4099,3.5,2158
1738,2,1402
4841,3.5,2999
1832,2,1465
3303,3,2024
2525,2.5,1736
2903,2.5,2025
3978,3,2647
1850,2,1511
1969,2,1624
1825,2,1493
4135,3.5,2381
4920,3.5,2969
3318,3,1853
3782,3,2419
1894,2,1555
4124,3.5,2373
2776,2.5,1935
3330,3,1924
2809,2.5,1981
2180,2.5,1447
2741,2.5,1947
4750,3.5,2947
4034,3.5,2291
2858,2.5,2047
1951,2,1579
4938,3.5,3120
3991,3,2550
4529,3.5,2761
4544,3.5,2727
2869,2.5,2053
4726,3.5,2877
3626,3,2351
4907,3.5,3080
4527,3.5,2732
2603,2.5,1791
2779,2.5,1946
2158,2.5,1180
3602,3,2302
3198,3,1961
4659,3.5,2754
3027,3,1814
3331,3,2007
4991,3.5,3148
2183,2.5,1443
2716,2.5,1932
2907,2.5,2105
3229,3,1866
3744,3,2423
1930,2,1507
4289,3.5,2462
4456,3.5,2672
3535,3,2268
3044,3,1825
2314,2.5,1550
1563,2,1184
2840,2.5,1917
2615,2.5,1831
4740,3.5,2957
1559,2,1264
4957,3.5,3137
1619,2,1345
3241,3,1873
3036,3,1652
1816,2,1526
3752,3,2318
4941,3.5,3099
2468,2.5,1637
4458,3.5,2688
4405,3.5,2195
2016,2.5,1294
1949,2,1628
3903,3,2539
2350,2.5,1546
4588,3.5,2742
3955,3,2518
3619,3,2247
3072,3,1702
2914,2.5,2039
2782,2.5,1981
2891,2.5,2077
4557,3.5,2774
3392,3,2135
3173,3,1778
3367,3,2058
2009,2.5,1274
2523,2.5,1705
4628,3.5,2577
1455,2,1151
4061,3.5,2336
4643,3.5,2825
3482,3,2194
3335,3,1512
3173,3,1753
3048,3,1703
4749,3.5,2905
3243,3,2001
4367,3.5,2584
1548,2,1260
4528,3.5,2749
2904,2.5,1966
2277,2.5,1279
1961,2,1589
4806,3.5,2988
3528,3,2189
1543,2,1174
1608,2,1338
4215,3.5,2472
1998,2,1576
3455,3,1937
2463,2.5,1701
2490,2.5,1710
3026,3,1574
4544,3.5,2738
1746,2,1302
4455,3.5,2575
3794,3,2451
3720,3,2196
3707,3,2414
4016,3.5,2263
2104,2.5,1350
1734,2,1410
3834,3,2530
1756,2,1400
3185,3,1949
3367,3,2073
4144,3.5,2373
1587,2,1313
2467,2.5,1684
2474,2.5,1700
1641,2,1358
4514,3.5,2714
3113,3,1897
3380,3,2117
4806,3.5,3009
2769,2.5,1907
2719,2.5,1908
2182,2.5,1389
1582,2,1219
4252,3.5,2491
2750,2.5,1857
3417,3,2081
2943,2.5,2066
3310,3,1828
3372,3,2113
3976,3,2588
3961,3,2445
3935,3,2510
4926,3.5,2924
4617,3.5,2830
4527,3.5,2604
4164,3.5,2379
3017,3,1768
1719,2,1419
4734,3.5,2902
2256,2.5,1486
4594,3.5,2681
2400,2.5,1534
4643,3.5,2827
1642,2,1321
3768,3,2130
4172,3.5,2424
1973,2,1408
4353,3.5,2483
2345,2.5,1554
2833,2.5,1983
2672,2.5,1867
3290,3,1796
1898,2,1548
4965,3.5,3154
1894,2,1572
2959,2.5,2111
1519,2,1225
4063,3.5,2345
4258,3.5,2469
2790,2.5,1986
2568,2.5,1788
4157,3.5,2434
4629,3.5,2826
2960,2.5,2156
4920,3.5,3118
4932,3.5,3131
4137,3.5,1812
3401,3,2087
3025,3,1773
3735,3,2243
3772,3,2476
2532,2.5,1513
2651,2.5,1470
4146,3.5,2333
3580,3,2177
4644,3.5,2848
3883,3,2451
1632,2,1354
1497,2,887
4545,3.5,2773
3978,3,2631
3471,3,2197
4271,3.5,2475
1456,2,1166
4465,3.5,2716
1884,2,1573
4885,3.5,3079
2877,2.5,2036
3320,3,2026
3751,3,2425
3021,3,1758
3717,3,2403
4394,3.5,2620
4703,3.5,2920
4905,3.5,3073
4525,3.5,2692
3817,3,2430
2943,2.5,2083
3041,3,1790
2984,2.5,2159
2818,2.5,1972
2664,2.5,1871
3859,3,2564
4849,3.5,3055
2211,2.5,1347
4778,3.5,2977
3119,3,1883
4490,3.5,2707
4762,3.5,2755
2380,2.5,1545
3760,3,2435
1754,2,1443
3446,3,2181
3830,3,2350
3922,3,2575
4280,3.5,2504
3742,3,2464
2767,2.5,1970
2866,2.5,2047
2667,2.5,1839
2930,2.5,2088
2137,2.5,1396
4808,3.5,2971
3977,3,2668
2415,2.5,1595
2908,2.5,2104
3619,3,2325
4145,3.5,2273
3085,3,1630
3631,3,2358
2147,2.5,1346
2363,2.5,1593
1655,2,1306
4787,3.5,2940
1869,2,1493
3638,3,2289
2414,2.5,1457
2422,2.5,1640
3782,3,2444
2315,2.5,1541
1542,2,1194
3900,3,2519
3302,3,1969
1860,2,1482
4155,3.5,2290
1771,2,1460
3785,3,2497
2829,2.5,1960
4298,3.5,2160
3484,3,2226
1741,2,1456
1508,2,1234
2260,2.5,1429
3041,3,1618
2443,2.5,1277
4644,3.5,2813
2127,2.5,1312
4601,3.5,2814
3546,3,1826
4469,3.5,2666
3642,3,2365
2206,2.5,1443
3774,3,2349
3952,3,2612
1830,2,1522
4121,3.5,2380
4098,3.5,2337
3584,3,2280
2112,2.5,1373
3954,3,2521
4483,3.5,2707
4539,3.5,2747
3537,3,2244
2605,2.5,1801
3858,3,2560
2182,2.5,1423
4287,3.5,2527
2000,2,1667
2365,2.5,1547
4680,3.5,2409
2987,2.5,2167
2723,2.5,1639
4041,3.5,2261
3088,3,1849
3825,3,1565
3570,3,2231
3921,3,2620
3296,3,2017
4230,3.5,2481
1809,2,1463
4743,3.5,2910
2303,2.5,1536
3656,3,1967
3554,3,2102
4831,3.5,2807
3320,3,2005
2583,2.5,1795
4452,3.5,2656
2664,2.5,1853
3396,3,2111
4981,3.5,3145
2746,2.5,1960
3554,3,2271
2048,2.5,1285
2660,2.5,1823
3877,3,2488
4524,3.5,2676
2248,2.5,1511
2731,2.5,1804
3069,3,1826
1956,2,1615
4459,3.5,2686
2922,2.5,2052
2659,2.5,1795
1617,2,1340
4652,3.5,2861
3456,3,2178
2640,2.5,1851
4437,3.5,2657
4868,3.5,3061
1988,2,1574
4268,3.5,2475
1821,2,1505
2546,2.5,1725
4785,3.5,2966
4793,3.5,2998
4440,3.5,2693
4808,3.5,2953
1581,2,1222
3909,3,2541
3524,3,2220
2338,2.5,1567
3812,3,2488
2016,2.5,1192
3191,3,1860
3719,3,2358
2514,2.5,1696
2010,2.5,1156
4333,3.5,2486
1552,2,1251
2032,2.5,1263
2280,2.5,1444
1738,2,1323
3414,3,2111
1466,2,1150
4121,3.5,2259
1446,2,1135
4167,3.5,2437
2972,2.5,1957
3573,3,2295
3567,3,2296
3082,3,1810
2898,2.5,2007
2993,2.5,2187
4802,3.5,2968
3998,3,2645
1819,2,1504
3041,3,1742
4368,3.5,2578
2342,2.5,1592
4726,3.5,2684
3990,3,2652
1716,2,1318
4301,3.5,2551
2880,2.5,2087
2464,2.5,1624
3526,3,2270
2079,2.5,1334
1477,2,1161
2578,2.5,1807
4060,3.5,2317
2980,2.5,2152
3239,3,1962
3725,3,2324
4295,3.5,2539
2851,2.5,2018
1729,2,1424
2076,2.5,1244
1991,2,1669
2447,2.5,1548
3742,3,2391
2142,2.5,1199
4480,3.5,2597
2662,2.5,1859
1750,2,1393
3316,3,2074
3022,3,1806
1896,2,1596
1729,2,1368
4309,3.5,2511
2485,2.5,1672
4101,3.5,2370
3486,3,2213
4307,3.5,2529
3131,3,1882
2248,2.5,1498
3045,3,1772
4260,3.5,2471
2445,2.5,1554
4325,3.5,2501
4464,3.5,2304
4674,3.5,2827
2769,2.5,1988
2262,2.5,1396
4933,3.5,2902
2791,2.5,1881
2257,2.5,1506
1912,2,1509
4563,3.5,2735
2464,2.5,1663
1725,2,1402
4286,3.5,2493
4086,3.5,2354
4733,3.5,2953
3543,3,2265
2722,2.5,1852
1528,2,1154
2711,2.5,1927
3774,3,2482
3366,3,2032
4151,3.5,2421
1549,2,1240
1430,2,503
4948,3.5,3031
1551,2,1225
4632,3.5,2683
3833,3,2494
1535,2,1230
3179,3,1925
1617,2,1338
2098,2.5,1381
4351,3.5,2501
3792,3,2448
2130,2.5,1334
3012,3,1733
2219,2.5,1470
4557,3.5,2699
4287,3.5,2455
2757,2.5,1948
4691,3.5,2909
1797,2,1453
1922,2,1170
3699,3,2383
3213,3,1947
2156,2.5,1426
2782,2.5,1916
3387,3,1883
4400,3.5,2634
2906,2.5,2075
2649,2.5,1747
3927,3,2631
2512,2.5,1710
4305,3.5,2537
3584,3,2319
2244,2.5,1479
1493,2,1224
4121,3.5,2383
3049,3,1803
4100,3.5,2385
2589,2.5,1779
2772,2.5,1937
4780,3.5,2995
1509,2,1237
1536,2,1268
1696,2,1222
2841,2.5,1963
3803,3,2248
4734,3.5,2894
2476,2.5,1692
2428,2.5,1668
2873,2.5,2044
3549,3,2281
3731,3,2349
3438,3,2178
4136,3.5,2395
4894,3.5,3067
1425,2,1170
3712,3,2399
1429,2,989
3460,3,2172
4097,3.5,2378
2364,2.5,1587
2950,2.5,2119
4182,3.5,2453
2659,2.5,1875
3029,3,1774
2515,2.5,1588
2189,2.5,1345
3414,3,2084
3765,3,2426
1593,2,1266
3663,3,2377
2073,2.5,1336
2553,2.5,1691
3660,3,2383
4294,3.5,2490
1819,2,1032
3088,3,1693
2269,2.5,1436
1921,2,1590
2075,2.5,1348
2083,2.5,1312
4433,3.5,2599
4640,3.5,2753
3988,3,2531
2113,2.5,1224
2222,2.5,1460
4358,3.5,2600
1653,2,1332
4274,3.5,2244
1675,2,1320
4532,3.5,2742
1935,2,1627
3977,3,2608
1867,2,1517
3942,3,2610
1474,2,1132
4609,3.5,2773
1706,2,1229
2201,2.5,1462
1841,2,1329
1992,2,1656
4649,3.5,2855
2071,2.5,1333
2686,2.5,1825
4137,3.5,2361
3681,3,2310
2679,2.5,1882
4314,3.5,2576
2362,2.5,1616
4885,3.5,2919
3758,3,2468
4996,3.5,3098
2252,2.5,1375
4997,3.5,3029
2881,2.5,1936
4835,3.5,3040
2729,2.5,1898
3240,3,1976
3651,3,2222
2736,2.5,1958
2096,2.5,1342
2211,2.5,1457
2164,2.5,1401
4156,3.5,2388
3712,3,2353
1665,2,1361
1694,2,1151
4789,3.5,2896
3447,3,2180
2571,2.5,1775
2027,2.5,1299
3758,3,2450
3683,3,2379
2676,2.5,1898
4127,3.5,2397
1854,2,1505
2246,2.5,1492
2830,2.5,1968
3334,3,1950
4017,3.5,2097
3993,3,2638
2062,2.5,1301
2376,2.5,1565
2687,2.5,1824
1906,2,1570
2798,2.5,1986
4268,3.5,2529
3422,3,2100
1537,2,1254
4848,3.5,3020
1644,2,1329
4711,3.5,2934
3357,3,2025
4726,3.5,2919
4370,3.5,2594
4921,3.5,2655
4038,3.5,2315
2821,2.5,2007
2523,2.5,1661
4555,3.5,2794
2248,2.5,1405
3202,3,1978
4953,3.5,3074
1634,2,1322
2511,2.5,1742
4926,3.5,3092
1605,2,1131
4041,3.5,2326
3378,3,2115
2847,2.5,1910
2068,2.5,1322
4499,3.5,2612
3857,3,2223
1993,2,1686
1784,2,1362
4811,3.5,2892
4144,3.5,2223
3247,3,1978
4185,3.5,2451
2681,2.5,1885
4843,3.5,2890
4544,3.5,2626
2420,2.5,1659
3645,3,2357
4518,3.5,2634
3968,3,2648
2812,2.5,2012
3520,3,2237
4162,3.5,2247
3398,3,2082
3698,3,2412
4038,3.5,1736
4455,3.5,2656
1647,2,1326
2872,2.5,2066
2438,2.5,1681
3909,3,2196
4903,3.5,3072
1872,2,1554
1485,2,1213
2681,2.5,1735
1785,2,1420
2078,2.5,1348
4126,3.5,2349
1721,2,1430
1929,2,1582
3678,3,2353
2215,2.5,1365
3331,3,1771
2611,2.5,1757
3103,3,1824
1442,2,1186
2413,2.5,1627
2594,2.5,1825
3087,3,1831
4636,3.5,2855
4679,3.5,2910
3787,3,2488
2158,2.5,1248
3381,3,2105
3369,3,2027
3078,3,1857
4357,3.5,2598
4790,3.5,2966
2231,2.5,1451
3407,3,1733
4966,3.5,3119
3125,3,1591
4596,3.5,2757
3551,3,1888
4616,3.5,2841
3782,3,2485
3285,3,2035
4217,3.5,2482
4199,3.5,2470
3322,3,1994
4463,3.5,2591
3428,3,2116
3698,3,2279
3598,3,2309
2662,2.5,1859
4542,3.5,2705
1902,2,1448
2362,2.5,1517
3989,3,2614
2322,2.5,1339
3522,3,2144
3075,3,1837
1423,2,1033
1457,2,1207
2292,2.5,1534
3283,3,2031
4294,3.5,2463
4137,3.5,2347
2254,2.5,1514
2709,2.5,1872
3587,3,2280
4349,3.5,2598
4032,3.5,2318
2660,2.5,1880
3763,3,2473
2029,2.5,1308
4542,3.5,2675
2546,2.5,1723
2891,2.5,2033
4049,3.5,2253
1486,2,1215
2688,2.5,1912
1475,2,1217
3653,3,2382
2351,2.5,1385
3384,3,2052
4065,3.5,2312
2838,2.5,2052
4507,3.5,2749
1593,2,1302
2776,2.5,1982
2158,2.5,1424
4768,3.5,2970
3085,3,1814
3549,3,2233
1859,2,1549
4408,3.5,2658
1573,2,1076
2475,2.5,1694
4871,3.5,3003
2064,2.5,1324
1471,2,1216
4059,3.5,2291
3660,3,2358
2585,2.5,1777
2075,2.5,1360
3674,3,2318
3023,3,1813
1488,2,1174
4556,3.5,2759
3374,3,1998
3886,3,2361
3415,3,2122
2318,2.5,1475
3288,3,2003
4141,3.5,2331
4787,3.5,2944
3592,3,2244
3307,3,1970
4145,3.5,2338
2189,2.5,1459
4991,3.5,3043
4387,3.5,2535
1633,2,1361
3110,3,1741
3560,3,2257
2215,2.5,1425
4757,3.5,2963
4589,3.5,2723
2709,2.5,1889
2111,2.5,1376
3791,3,2504
2080,2.5,1316
2672,2.5,1878
3885,3,2298
3278,3,2047
3988,3,2673
4040,3.5,2323
1715,2,1411
1959,2,1433
4691,3.5,2896
2949,2.5,2086
2711,2.5,1662
3802,3,2519
3008,3,1734
3553,3,1994
3248,3,1977
4236,3.5,2500
4689,3.5,2757
2881,2.5,2025
4144,3.5,2400
4421,3.5,2664
2422,2.5,1661
2313,2.5,1553
1651,2,1330
3133,3,1913
3817,3,2440
1469,2,1124
3337,3,1989
2836,2.5,1990
3649,3,2375
3412,3,2116
2557,2.5,1679
4011,3.5,2176
3966,3,2633
3457,3,2135
3151,3,1819
2438,2.5,1628
2823,2.5,1968
1721,2,1393
3921,3,2623
3501,3,2210
2160,2.5,1412
4141,3.5,2321
4535,3.5,2769
2193,2.5,1445
1648,2,1264
3139,3,1900
3157,3,1853
1761,2,1443
4399,3.5,2508
4749,3.5,2916
3386,3,2052
4869,3.5,2961
4820,3.5,2983
4499,3.5,2733
3074,3,1833
2545,2.5,1728
1416,2,1132
3250,3,1924
2285,2.5,1514
4448,3.5,2536
2367,2.5,1566
3661,3,2366
4035,3.5,2104
2154,2.5,1380
4223,3.5,2433
3583,3,2296
2734,2.5,1759
4144,3.5,2390
3878,3,2549
4218,3.5,2481
1432,2,1153
3015,3,1686
4228,3.5,2477
2248,2.5,1381
4429,3.5,2663
3359,3,1942
3256,3,1990
4834,3.5,3030
4282,3.5,2536
1629,2,1285
2923,2.5,2070
4768,3.5,2926
4332,3.5,2559
1654,2,1324
3560,3,2166
3281,3,2043
3800,3,2495
2222,2.5,1415
2102,2.5,1363
2505,2.5,1735
4048,3.5,2217
4703,3.5,2620
4797,3.5,3008
3644,3,2318
2169,2.5,1402
4519,3.5,2622
2075,2.5,1330
3983,3,2663
3179,3,1703
1513,2,1246
1431,2,0
2635,2.5,1823
2137,2.5,1357
2217,2.5,1484
3413,3,2127
1990,2,1651
1857,2,1561
2899,2.5,2046
3374,3,2082
2607,2.5,1810
3112,3,1879
3917,3,2539
3228,3,1957
2504,2.5,1744
1892,2,1579
3801,3,2497
4663,3.5,2761
1585,2,1219
4795,3.5,2956
3745,3,2399
3028,3,1804
3481,3,2175
2737,2.5,1909
2149,2.5,1427
4459,3.5,2702
2000,2,1633
2254,2.5,1500
1964,2,1641
2201,2.5,1475
4521,3.5,2615
3801,3,2504
1922,2,1316
1709,2,1423
4430,3.5,2389
3034,3,1494
2341,2.5,1583
3452,3,2192
2940,2.5,2098
2639,2.5,1810
4410,3.5,2654
4761,3.5,2963
3552,3,2281
1691,2,1376
3625,3,2319
3684,3,2380
2896,2.5,2068
1607,2,1318
1727,2,1426
1911,2,1561
2969,2.5,2130
3575,3,2193
1536,2,1250
1483,2,1147
4560,3.5,2739
3004,3,1787
2724,2.5,1921
2664,2.5,1870
4097,3.5,2254
3164,3,1715
2998,2.5,2155
2258,2.5,1475
3670,3,2295
4573,3.5,2629
4466,3.5,2692
4239,3.5,2468
1802,2,1517
2526,2.5,1732
2431,2.5,1635
3614,3,2318
4006,3.5,2249
1988,2,1666
4757,3.5,2748
3151,3,1885
4752,3.5,2959
2277,2.5,1498
1610,2,1322
2258,2.5,1494
3139,3,1878
1891,2,1223
3442,3,2114
1825,2,1490
4409,3.5,2619
4606,3.5,2733
2202,2.5,1462
4129,3.5,2409
2510,2.5,1716
4343,3.5,2488
3680,3,2404
3525,3,2200
4466,3.5,2669
1601,2,1241
3619,3,2302
2279,2.5,1467
3866,3,2570
4961,3.5,3145
3766,3,2438
4897,3.5,3070
2984,2.5,2176
3858,3,2566
3460,3,2005
3625,3,2318
3869,3,2523
4089,3.5,2370
1482,2,1212
3472,3,2220
1639,2,1361
3950,3,2643
2397,2.5,1635
4984,3.5,3052
3937,3,2615
3758,3,2452
3976,3,2610
3704,3,2360
2938,2.5,2134
3632,3,2268
4844,3.5,2984
2710,2.5,1921
2071,2.5,1323
4465,3.5,2701
3586,3,2245
3804,3,2492
4225,3.5,2425
3597,3,2325
3169,3,1907
2340,2.5,1570
4887,3.5,3051
3655,3,2336
1725,2,1422
4072,3.5,2350
3515,3,2242
3406,3,2050
2070,2.5,1334
1449,2,977
1818,2,1456
4423,3.5,2653
1718,2,1376
3219,3,1699
4539,3.5,2775
2713,2.5,1909
4253,3.5,2499
4880,3.5,3038
4160,3.5,2044
4928,3.5,3106
2985,2.5,2170
4780,3.5,2982
3734,3,2454
4109,3.5,2206
3968,3,2652
3125,3,1870
3692,3,2416
4836,3.5,3007
2404,2.5,1640
1437,2,1111
1874,2,1567
4268,3.5,2306
3575,3,2300
2957,2.5,2025
4674,3.5,2889
4329,3.5,2558
1505,2,1157
3794,3,2371
2863,2.5,2012
3612,3,2247
3193,3,1931
2405,2.5,1456
1859,2,1566
3343,3,2044
3395,3,1961
3507,3,2227
4626,3.5,2769
4072,3.5,2352
2923,2.5,2108
3140,3,1889
4638,3.5,2855
1799,2,1456
3575,3,2227
4093,3.5,2225
2363,2.5,1516
3429,3,2142
3590,3,2251
3001,3,1621
2661,2.5,1802
2865,2.5,2037
1841,2,1539
1727,2,1438
1821,2,1502
1945,2,1307
1490,2,1174
4825,3.5,3018
4579,3.5,2751
4958,3.5,3103
3223,3,1989
3334,3,852
3203,3,1958
2772,2.5,1968
3480,3,2148
4711,3.5,2792
1958,2,1639
1993,2,1670
3282,3,1995
2795,2.5,1880
4663,3.5,2674
4482,3.5,2571
4007,3.5,2241
3834,3,2527
3535,3,2212
1599,2,1278
4390,3.5,2481
4986,3.5,3177
4832,3.5,3003
2434,2.5,1609
4367,3.5,2499
3311,3,2013
3238,3,1882
2957,2.5,2052
4677,3.5,2875
1462,2,1197
4012,3.5,2299
4776,3.5,2942
4302,3.5,2457
4857,3.5,2988
4164,3.5,2396
2066,2.5,916
1481,2,1172
3129,3,1844
4680,3.5,2889
2400,2.5,1290
4658,3.5,2872
3569,3,2246
2846,2.5,2053
3060,3,1815
2133,2.5,1304
4553,3.5,2697
4118,3.5,2331
4788,3.5,2961
4298,3.5,2483
4160,3.5,2410
3152,3,1925
2458,2.5,1675
3254,3,1652
2868,2.5,2060
4355,3.5,2577
1545,2,1246
2840,2.5,1793
3800,3,2450
3735,3,2441
4463,3.5,2645
1720,2,1417
4288,3.5,2444
1447,2,1076
2897,2.5,2093
3803,3,2271
2318,2.5,1473
2660,2.5,1824
4549,3.5,2713
4310,3.5,2571
3515,3,2249
4363,3.5,2544
4337,3.5,2565
2500,2.5,1696
3910,3,2572
4012,3.5,1813
3655,3,2357
1706,2,1395
3040,3,1827
2403,2.5,1597
3785,3,2457
4033,3.5,2276
1540,2,1259
2982,2.5,2179
2829,2.5,1997
2587,2.5,1766
2303,2.5,1568
1438,2,1176
4030,3.5,2317
3487,3,2109
2412,2.5,1541
2100,2.5,1293
1567,2,1280
2387,2.5,1623
3178,3,1929
2682,2.5,1887
4231,3.5,2472
2716,2.5,1914
4271,3.5,2345
2657,2.5,1775
3636,3,2302
1456,2,1111
2819,2.5,1842
1749,2,1356
1559,2,1254
3223,3,1967
2346,2.5,1584
4066,3.5,2266
2176,2.5,1393
4646,3.5,2775
4107,3.5,2385
3637,3,2269
2876,2.5,1618
2117,2.5,1342
1939,2,1599
4688,3.5,2826
1551,2,1168
2763,2.5,1963
3339,3,2057
2495,2.5,1739
2293,2.5,1210
3281,3,1627
2863,2.5,1898
3806,3,2483
2472,2.5,1547
2373,2.5,1588
2365,2.5,1603
4207,3.5,2453
3127,3,1842
3913,3,2587
2882,2.5,1991
4880,3.5,3055
3888,3,2538
2164,2.5,1318
1538,2,1198
4592,3.5,2782
2690,2.5,1894
2259,2.5,1494
2535,2.5,1534
4784,3.5,2973
4061,3.5,2274
3544,3,2239
4380,3.5,2603
3288,3,1966
4962,3.5,3145
4750,3.5,2940
4987,3.5,3155
4329,3.5,2553
3950,3,2624
3880,3,2564
2583,2.5,1633
3142,3,1925
3374,3,2079
2758,2.5,1951
1453,2,1193
4285,3.5,2530
2523,2.5,1730
1544,2,1266
4568,3.5,2774
2450,2.5,1646
4707,3.5,2916
4029,3.5,2282
4658,3.5,2559
3125,3,1875
1843,2,1511
4994,3.5,3108
2790,2.5,1961
2714,2.5,1918
2061,2.5,1279
1514,2,1204
1732,2,1408
3487,3,2124
4235,3.5,2292
4988,3.5,3080
3715,3,2342
3478,3,2188
4563,3.5,2786
1913,2,1560
2359,2.5,1590
1997,2,1685
3809,3,2512
1768,2,1441
3783,3,2478
2124,2.5,1369
3009,3,1775
3071,3,1850
3560,3,2278
4087,3.5,2226
4557,3.5,2774
4047,3.5,2319
3253,3,1943
4552,3.5,2776
3153,3,1854
3931,3,2253
